country_name,avg_pm25,Country Code_x,year,population_density,Country Code_y,gdp_per_capita,log_gdp,gdp_group
china,41.84755406911929,CHN,1982.0,107.435358027321,CHN,203.722788366928,5.316760189174492,Low
china,41.84755406911929,CHN,1983.0,108.999014725854,CHN,225.86534696156,5.4199390118024295,Low
china,41.84755406911929,CHN,1984.0,110.438580140069,CHN,251.192686463827,5.526220319774618,Low
china,41.84755406911929,CHN,1985.0,111.952706840998,CHN,295.007445815897,5.687000596075183,Low
china,41.84755406911929,CHN,1986.0,113.630335792081,CHN,282.445603096707,5.643485976635436,Low
china,41.84755406911929,CHN,1987.0,115.467206348361,CHN,252.256760114454,5.530447458139061,Low
china,41.84755406911929,CHN,1988.0,117.341357547999,CHN,284.023573149686,5.649057238764751,Low
china,41.84755406911929,CHN,1989.0,119.154261976407,CHN,311.429461227032,5.74117286387476,Low
china,41.84755406911929,CHN,1990.0,120.915506084734,CHN,318.50335359039,5.76363300428297,Low
china,41.84755406911929,CHN,1991.0,122.576625036615,CHN,334.130288119078,5.8115310011025,Low
china,41.84755406911929,CHN,1992.0,124.088088834447,CHN,367.822651903542,5.907600897830996,Low
china,41.84755406911929,CHN,1993.0,125.522861023087,CHN,378.939353053314,5.937376173949141,Low
china,41.84755406911929,CHN,1994.0,126.949644502437,CHN,475.677874448369,6.164740890791202,Low
china,41.84755406911929,CHN,1995.0,128.336621134526,CHN,612.680277898627,6.417843230374998,Low
china,41.84755406911929,CHN,1996.0,129.688982907321,CHN,713.337387811657,6.569954503179752,Low
china,41.84755406911929,CHN,1997.0,131.023100200996,CHN,786.743548510999,6.667902335734217,Low
china,41.84755406911929,CHN,1998.0,132.286384121395,CHN,835.095348597432,6.727545908268725,Low
china,41.84755406911929,CHN,1999.0,133.436760709953,CHN,881.146614068925,6.781224029875662,Low
china,41.84755406911929,CHN,2000.0,134.492481002789,CHN,969.199513696287,6.87647048718439,Low
china,41.84755406911929,CHN,2001.0,135.473048750848,CHN,1065.40597574519,6.971111203388879,Low
china,41.84755406911929,CHN,2002.0,136.383779609948,CHN,1163.55957673426,7.059239186187989,Low
china,41.84755406911929,CHN,2003.0,137.235919250104,CHN,1306.97245408557,7.175468637721614,Low
china,41.84755406911929,CHN,2004.0,138.053436689892,CHN,1530.92726215723,7.333628884507642,Medium
china,41.84755406911929,CHN,2005.0,138.867766063821,CHN,1777.64496828464,7.483044715755226,Medium
